row_skew,Ticket,Age_div_Fare,Age_mul_Fare,Pclass_mul_Age,Pclass_mul_Fare,Pclass_div_Age,Pclass_div_Fare,Age,Fare_mul_Embarked_S,Fare,Age_mul_Embarked_S,Age_mul_Sex_male,Fare_mul_Sex_female,Fare_mul_Sex_male,SibSp_mul_Fare,Fare_mul_Embarked_C,Age_mul_SibSp,Age_mul_Sex_female,SibSp_div_Fare,Age_mul_Parch,Age_div_SibSp,Parch_div_Fare,SibSp_plus_Parch,Parch_mul_Fare,SibSp_plus_Embarked_C,Fare_mul_Embarked_Q,Pclass,Age_mul_Embarked_C,Parch_plus_Embarked_C,Age_div_Parch,Pclass_minus_Embarked_C,SibSp_plus_Sex_female,Pclass_mul_Embarked_S,Pclass_minus_SibSp,Age_mul_Embarked_Q,Parch_minus_Embarked_C,Parch_minus_Embarked_Q,Sex_female_plus_Embarked_C,SibSp_mul_Parch,SibSp_minus_Embarked_C,Pclass_minus_Embarked_Q,Pclass_minus_Sex_female,Pclass_plus_SibSp,Parch_minus_Sex_female,Pclass_div_SibSp,Parch_plus_Embarked_Q,Pclass_plus_Parch,SibSp_mul_Embarked_S,Parch_plus_Sex_female,SibSp_minus_Sex_female,SibSp_minus_Parch,Pclass_plus_Embarked_C,Sex_female_plus_Embarked_Q,Sex_female_plus_Embarked_S,Pclass_minus_Parch,SibSp_div_Parch,Parch_mul_Embarked_S,Sex_male_mul_Embarked_Q,Sex_female,Parch,Pclass_mul_Sex_male,Pclass_mul_Embarked_C,Pclass_mul_Sex_female,Sex_female_minus_Embarked_S,Pclass_div_Parch,Pclass_plus_Sex_female,Sex_female_minus_Embarked_Q,Parch_mul_Sex_male,Parch_mul_Embarked_C,Embarked_S,SibSp,Embarked_Q,Embarked_C,Pclass_mul_Parch,Sex_male_mul_Embarked_S,Sex_female_minus_Embarked_C,Parch_mul_Sex_female,SibSp_mul_Sex_male,SibSp_mul_Sex_female,SibSp_mul_Embarked_C,SibSp_mul_Embarked_Q,Sex_female_plus_Sex_male,Sex_female_mul_Embarked_Q,Sex_female_mul_Embarked_C,Sex_female_div_Sex_male,Sex_female_mul_Sex_male,Parch_mul_Embarked_Q,Sex_male_mul_Embarked_C,Survived
2.7746124732335318,0.3814866760168303,3.0344827586206895,159.5,66.0,21.75,0.13636363636363635,0.41379310344827586,22.0,7.25,7.25,22.0,22.0,0.0,7.25,7.25,0.0,22.0,0.0,0.13793103448275862,0.0,22.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.3568441097394977,0.3884992987377279,0.5330841866187452,2708.7653999999998,38.0,71.2833,0.02631578947368421,0.014028531226809086,38.0,0.0,71.2833,0.0,0.0,71.2833,0.0,71.2833,71.2833,38.0,38.0,0.014028531226809086,0.0,38.0,0.0,1.0,0.0,2.0,0.0,1.0,38.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
2.8427222424024796,0.3856942496493689,3.280757097791798,206.04999999999998,78.0,23.775,0.11538461538461539,0.37854889589905366,26.0,7.925,7.925,26.0,0.0,7.925,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,-1.0,0.0,0.0,3.0,0.0,1.0,-1.0,0.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2.1392353245240066,0.3814866738794381,0.6591337099811676,1858.5,35.0,53.1,0.02857142857142857,0.018832391713747645,35.0,53.1,53.1,35.0,0.0,53.1,0.0,53.1,0.0,35.0,35.0,0.018832391713747645,0.0,35.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,-1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3.0296894722035193,0.3884992987377279,4.3478260869565215,281.75,105.0,24.150000000000002,0.08571428571428572,0.37267080745341613,35.0,8.05,8.05,35.0,35.0,0.0,8.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.8559461901932175,0.3764044943820224,3.3103578733315207,236.83239999999998,84.0,25.374899999999997,0.10714285714285714,0.3546812007140915,28.0,0.0,8.4583,0.0,28.0,0.0,8.4583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4583,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,28.0,0.0,-1.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.9231332970251136,0.3856942496493689,1.0412147505422995,2800.575,54.0,51.8625,0.018518518518518517,0.019281754639672213,54.0,51.8625,51.8625,54.0,54.0,0.0,51.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.124827251630313,0.3856942437752533,0.09489916963226572,42.15,6.0,63.224999999999994,1.5,0.1423487544483986,2.0,21.075,21.075,2.0,2.0,0.0,21.075,63.224999999999994,0.0,6.0,0.0,0.1423487544483986,2.0,0.6666666666666666,0.04744958481613286,4.0,21.075,3.0,0.0,3.0,0.0,1.0,2.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,6.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0,3.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,-1.0,3.0,3.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.591406341302755,0.3870967835280519,2.425156961547789,300.5991,81.0,33.3999,0.1111111111111111,0.269461884616421,27.0,11.1333,11.1333,27.0,0.0,11.1333,0.0,0.0,0.0,0.0,27.0,0.0,54.0,0.0,0.17964125641094733,2.0,22.2666,0.0,0.0,3.0,0.0,2.0,13.5,3.0,1.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,0.0,2.0,5.0,0.0,3.0,-1.0,-2.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,1.5,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2.4968147152119693,0.3814866738794381,0.465567926360456,420.9912,28.0,60.1416,0.14285714285714285,0.06650970376577943,14.0,0.0,30.0708,0.0,0.0,30.0708,0.0,30.0708,30.0708,14.0,14.0,0.033254851882889715,0.0,14.0,0.0,1.0,0.0,2.0,0.0,2.0,14.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,-1.0,0.0,2.0,0.0,0.0,2.0,1.0,3.0,-1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
